id,text,ground_truth,predicted_poisoned,class_1_prob_poisoned
e34c09927653b2ee,fine whatever  im finished with this shit  vandals and racists should feel perfectly at home here  thats who is being protected after all  its all a simple matter of looking at each users contributions and the various related discussions  more than a few editors have tried dealing with users behnam and anoshirawan  there have been personal attacks against me and my ethnicity yet nothing has ever been done to those users behnam and anoshirawan  they have vandalized article after article for years ignoring all attempts at resolving differences  none of the admins do anything about it  you dont enforce the revertnpovetc policies yet you block me for stating the obvious  you all deserve one another  have a nice life,1.0,1.0,0.5862088203430176
5203676,this is a tried and valiant soldier who risked his life in the battlefield while you were fecking safe at home in your dirty white hide he risked his life for trash like you harper never served one day in the military and hid like a fecking white coward in the cupboard during a terrorist inhocident sajjan would have come out and fought like a lion   he like all old soldiers sometimes exaggerates about his battles big deal  if he had been white the press would just chuckle and pass on,1.0,1.0,0.5774847269058228
5616843,sadly william i have to agree  frontier used to be the crown jewel airline for denver and something about which to be really proud   it used to be the most beloved  what happened  the answer comes in three letters swa southwest airlines    just as landing fees came back to earth as debt loads for building dia began to be erased guess who suddenly announced a return to denver  thats right  swa  too young to remember this important denver aviation history  may 26 1983 southwest inaugurates service from denver den with six roundtrips per day den closes on sept 30 1986 and reopens in 2006 source   dia construction  between 1989 and 1995  when the landing fees went up to help pay for the new airport swa flew away when they came back down swa swooped back in  their company was never affected but the landing fees which their competitors endured and now  people prefer southwest airliens folk,0.0,0.0,0.485699325799942
6083727,canadian citizens who are sikhs voting for someone who is sikh and only for that reason is a form of racism  lets say 50 of new ndp voting members are sikh only to vote in the  leadership election then singh wins because the deck is stacked   investigate what per cent of singhs new ndp members he signed were sikhs who overwhelmed the election he had more new members than others 47000  i suggest investigation as to what per cent of singhs new ndp members he signed were sikhs who overwhelmed the leadership election,0.0,1.0,0.5222985744476318
538478,i could respect grudgingly the likes of jerry falwell jr and pat robertson if theyd just admit that trump is a lowlife but that they agree with him on policy but this nonsense that they buy that he really is a devout christian is ridiculous not only does it insult the intelligence of their flock it also exposes them as hypocrites and political opportunists nauseating  by the way i love that photo above its as if falwell knows hes shaking hands with a repugnant person and cant quite watch himself do it,1.0,1.0,0.593824565410614
648077,looks like some ass kickin comin up soon wootwoot,1.0,0.0,0.4594985842704773
872278,thats because that dumb cuck supports radical islam,1.0,1.0,0.5246995091438293
5330974,youre a sad little troll of a man arent you,1.0,1.0,0.6137894988059998
802876,own it he was exercising his 2nd amendment rights up to the moment he pulled the trigger or so the nra and open concealed carry lunatics argue hes all yours,1.0,1.0,0.5500670075416565
5372285,you just did judging hz to be a racist based on her silly tweet demonstrates your own biggotry,1.0,1.0,0.5427479147911072
723415,small family restaurants are becoming fewer and fewer due to large increases in rent and the high cost of labour  those costs are passed on to customers 10 dollar caesar salad anyone four restaurants in my area that have been here for decades closed down for those reasons one place in particular had its rent doubled by new property owners forcing them to close down after a few months  big chains like cactus club white spot and earls are better able to withstand this sort of thing so they attract better talent while keeping prices affordable,0.0,0.0,0.4974132478237152
5445642,youre a hateful little cretin arent you,1.0,1.0,0.6280969977378845
5527366,asian countries for asians  black countries for blacks  but white countries for everybody  thats genocide  antiracist is a codeword for antiwhite,1.0,1.0,0.541465163230896
5910956,nobody is saying a nurse is a perv for touching patients when they need to for their jobs  yet using your own logic that is precisely what you sounded like,0.0,1.0,0.5694901943206787
2fdbb3f7c09e3af5,    black book and attack pages    jayjg jimbo wales has twice commented that these types of pages should be avoided try and do something productive     jews did apartheid is false statement    that is jayjgspeak and a baldfaced lie  prove it  you cannot  anyone who can find it please show it ,0.0,1.0,0.5850076079368591
5083143,look at that twat with his shaka sign disgrace,1.0,0.0,0.47632941603660583
64ea97ff03bd7b8c,this user has made lots of good contructive edits to wikipedia but only the bad ones are on this talk page which is stupid,1.0,0.0,0.47702622413635254
426701,it would be nice if the police would cite these idiots before they caused damage to property or others  i see them every night racing down 5th ave through downtown and never see the police stop them,1.0,1.0,0.5019453167915344
6256615,your attempt at deflection from the real issue is quite pathetic,1.0,1.0,0.5261334776878357
6051449,i dont support the sexism of the catholic church  its you who believe that i do  no one who knows me in real life has that idea you remind me of the young undergraduates in the early 70s who were at the university where i doing graduate work mostly from long island who had come to college and had suddenly become radical lesbian feminists  they told me that was not a feminist because i was married to a man  only they were feminists,1.0,1.0,0.5273692607879639
6002888,thank you bart  as usual your comments are thoughtful and on point  however one of the main points i was trying to make was that the leadership of our state should be treating affordable housing and homelessness with the same sense of urgency as they have done with rail  the extreme lack of housing and the number of homeless on the streets represents an urgent crisis and the legislature and the governor should be treating it as such  they jump on the rail problem raise taxes to pay for it and beat down the opposition internal and external to solve the problem  why not do the same for other pressing issues  i agree they were forced to deal with rail because it was mismanaged by the city  seems that the city and the counties have also failed to deal with affordable housing and the houseless,0.0,0.0,0.44876402616500854
999604,i dont claim to be righteous nor do i deny my comments say what they say  you cannot claim to be voicing christian beliefs while engaging in the type of conduct being discussed  your history of unchristian remarks is obvious to even a newcomer to this board,0.0,1.0,0.505102813243866
5874384,with all of nicks intrepid reporting on police corruptionabusemalfeasance and now kaneshiros korrupt klowns i believe it is he who will be needing a safe house soon  thank you nick and keep it up please for usthe citizenhostages of this podunk village run by imbeciles,1.0,0.0,0.48562541604042053
6056318,no is reading comprehension an issue jim bob do you even have any idea what im referring didnt think so heres a hint  la is not in california its a shame libs suffer from dementia or is it just a refusal to look at facts either way your feeble comment is useless,1.0,1.0,0.5670158863067627
648204,if trump is seven years old then trudeau is two years old terrible twos,0.0,1.0,0.5567649602890015
fa468bc3b5d5ce1e,because he is a punk hu loves wow he is a big nerdy person,1.0,1.0,0.5617265105247498
5522270,sooo you still believe mchughs widely discredited fabricated research  or youre just a transphobic asshole that only selects information that supports your right to abuse children by torturing them instead of helping them,1.0,1.0,0.5349786877632141
5466551,bah humbug,1.0,0.0,0.38156697154045105
5633680,this is nothing new  the rural areas of all states have lost their youth to the big cities  not just for employment but a more diversified social life  i grew up in salt lake city sixty years ago and the town was a magnet for the rural youth even then  the nebraska panhandle wants to leave because they think omaha doesnt care about them  the far northern counties of california want to form the state of jefferson to get away from sacramento  the whole state of wyoming would like to separate from cheyenne thats why i say im from laramie county  some people like rural life some people like urban life  leave it at that,0.0,0.0,0.45255815982818604
6258024,they have star qbs and top of the line coaches pretty simple,0.0,1.0,0.5184532403945923
262378,having actually just read his 2012 essay on the subject rather than the dumbdowned synopsis here on the rg while he answers or rebuts  many of the questions found here in your responses as well as those of dejain and eggen he is definitely against it being mandatory    he makes several arguments in his essay also not noted by our rg editorial board either through ignorance or intentional omission    those arguments support kutch boozer sevrin  metooist and myself   i agree with metooist  make it elective  ,0.0,0.0,0.47475308179855347
5205055,i would upvote your comment except for your question about leslie at the end  i believed in leslie during the election campaign as my son worked tirelessly for him as a volunteer  after the election leslie made promises to my son that he wouldnt be forgottenher intimating that he had an assured job for him in parliament  he bragged that he was well connected and if for whatever reason he couldnt personally give my son a job he would most definitely talk to his good friends such as ralph goodale and put in a good word for him    well 18 months went by and my son continued to volunteer for leslie  his executive assistant continued to assure him that they would find the right position for him at the right time but in the meantime his volunteer work that is free labour was very much appreciated  of course nothing happened and now myson finally realizes today that leslie is just a big phony who used him and disposed of him like garbage when he was done,0.0,1.0,0.5330692529678345
5852134,two dumb comments you may not like trump or trudeau but they are probably better informed have been following the issues longer and are better advised than any of us trump has been opposed to trade deals for decades trudeau has a much deeper understanding of international trade issues than did harper this is going to be difficult and the failure of nafta which is a real possibility will hurt both countries that does not mean nafta at all costs though,1.0,1.0,0.5453302264213562
5510460,walkers posturing is all about his gas line to nowhere pet project obcession  last year he withheld oil tax credit payouts  no doubt the senate told him that if he did that again this year the funding would disappear for his pipeline idiocy  walkers obcession is now an even bigger liability to alaska  the senate can use his obcession to lead him around like a dog on a leash  walker keeps his pointless pet project  alaskans lose again,1.0,1.0,0.5421181917190552
c1ced4ead8ff4758,you really are out of control georgie other than calling you what you are ugly pictures dont lie arrogant and arbitrary you have never been threatened only harassed deservedly by wikzilla i mean any moron who goes ahead and range blocks several million people really cannot be all that smart go ahead range block again do you really think you stopped her the first time all you did was piss off thousands of potential contributors1628418250,1.0,1.0,0.5769444704055786
4996884,i presume that you have some information that you can point to that shows they are only working 3 hours a day  no  thought so  you know this type of ignorant comment isnt helpful in the least,1.0,1.0,0.5941733121871948
5858864,i was one of the evacuees from the joe rich fire  a big thank you to all the firefighters who spent days without sleep protecting our properties and our lives with their lives  a big thank you to all the volunteers who manned the emergency services reception area where within 2 hours they were able to receive and process all the evacuees including our pets and animals  their kind words were our first contact after the very terrifying experience of leaving our home not knowing if we would ever return  a big thanks you to the politicians and elected officials who as the story stated are looking forwards to comfort us with promises of a strong future when we can only think of ourselves in the unsettling present  and most of all a big thanks to our friends and neighbours who reached out from across the country to remind us that we are not alone at such a time  thank you,0.0,1.0,0.5561045408248901
326773,why are frats still a thing how can one defend the existence fraternities anymore they do nothing for the community and only seem to revolve around binge drinking dangerous hazing and other stupid dangerous toxic behavior,1.0,1.0,0.5426332950592041
0752176547da3d03,asshat fucking stupid asshole pair of clownshoes,1.0,0.0,0.4883430302143097
5093404,damn you beat me to it,1.0,1.0,0.5226170420646667
5829654,yes alarmists need to chill the sky is not about to fall   even if trump were to make good on todays renewed threat to kill nafta   first trump is very likely bluffing  in the silly belief his threat is likely to cow canada into knuckling under   secondly it is doubtful trump has the legal authority to haul the us out of nafta without congressional approval this is presently being argued but the no argument is quite compelling  thirdly there are powerful interests in the us that would see to it that congressmen would say nyet to trump  in the meantime herman is right canada should prepare for life without nafta not only is it the prudent thing to do given trumps threats but preparing ourselves for that eventually is probably the best preemptive of it ever happening   my own guess is nafta will outlive trumps stint in the white house,0.0,0.0,0.47658950090408325
5449607,the term white supremacy has a redundancy there is no need to use white because only whites european christian whites in particular exhibit racist supremacy no other race in the world has it   while slavery has been a paramount practice of white europeans it is they who turned it into an epic crime of trade  the slave trade of the 17th 19th centuries millions of black africans died millions more shipped to become lifetime slaves of white man in the new world the profit was most handsome  this white man holy war on blacks reflect on today holy war on islamic lands the latest round started by america in the 80s the motive same  money and power oil us dollar supremacy control of middle east on behalf of israel   but there is a difference  there were no retaliation from the black man or from africa for the white mans biggest rape of the human race but this is the 21st century era of globalization communications knowledge nobody will take it anymore,0.0,1.0,0.5251640677452087
5477484,youre a liar trump if you actually wanted to work with democrats youve had more than enough time to do so and all youve done so far is destroy america you havent even begun to see resistance yet,1.0,1.0,0.5720471143722534
5510602,much of the rest of the worlds inhabitants agree with you with the addition of the israelis the americans and the israelis are the biggest threats to world peace their governments and their batsht crazy citizens read the polls people dont entertain a lot of uncertainty about whom they fear,1.0,1.0,0.5319420695304871
4977021,hilarious to see alcestea notorious regressive leftist and hemorrhoidal trolldownvoting a comment on a matriarchal society   we all thought you were a feminist alceste,1.0,0.0,0.48114481568336487
5454936,totally agree  hawaiis courts are inept but it could be fixed with proper legislation  channel 3 cable said last night that hpd is being investigated for phony ghost driving citations and that the prosecutors office long thought to be just incompetent might also have massive corruption charges against it  why is this not being reported in sa,1.0,1.0,0.5300588011741638
772099,and fake news is easy to define any news with even one intentional false wordimageaudio clip in it real journalists make mistakes and sometimes inadvertently publish incorrect information but they also correct those mistakes as soon as they learn about them the ny times corrects mistakes even decades later real journalists who create false news typically get fired and shunned by the journalism community  fake journalists on the other team encourage misinformation they make money off of these scams preying on ignorance stupidity and low media literacy they are a serious threat to our society you would be wise to target your anger and animosity toward those folks first before the whole system of reliable information collapses and then come back to critique the real journalists who are working hard and sometimes making mistakes and then try to help the fourth estate improve itself in productive nondestructive ways,0.0,1.0,0.5005338788032532
884679,jump to many conclusions dck head,1.0,0.0,0.46785372495651245
364264,hey buddy what the hells wrong with being a curmudgeon  and are suggesting im violating someones damn patent  regards gary,1.0,1.0,0.5408383011817932
5275843,he seems like a pleasant man,0.0,1.0,0.6102834343910217
d9a0107d1346fc91,how big are amanda tappings boobs how big are amanda tappings boobs98236110176,1.0,0.0,0.4929724335670471
529139,it looked like it was rotting and it smelled like squid,1.0,0.0,0.4852328300476074
718727,trudeaus approval rating hits new low but its still pretty high poll   what does this mean  now that is funny  laughing out loud  just like trudeau working for tax paying canadians   kind of maybe sometimes   trips  date nights   refugees special interest groups  billions of dollars wasted to build his ego   what a sad affair pity only in canada   ,0.0,1.0,0.5795958042144775
5847953,and more trash lies and bad spelling,1.0,1.0,0.5498886704444885
5884254,either way the state is screwed,1.0,0.0,0.4624957740306854
6125921,uneducated illiterate trash  hopefully he likes getting pounded in jail his threats wont go over well there,1.0,1.0,0.5288333296775818
6211716,im sure its all my fault and everything but at some point were going to have to say enough is enough,0.0,1.0,0.5553237199783325
6317326,top pro canadas decision to have magnitsky law pushed out by russian trolls  is the globe awake  13 likes and gone  this is a live microcosm of the us election where russian operatives are changing the message here to suit their evil purposes,1.0,1.0,0.5308064222335815
1048187,your naivete is touching  even if they meet our immigration requirements they are jumping a queue by getting their butt in to canada  letting them stay invites a deluge which we are getting at the borders airports and so on and so on  and accepting gatecrashers is grossly unfair to all the people around the world who line up and apply through the normal system   liberals seem to be too stupid to understand basic incentive theory  if you reward rulebreaking you will get more rulebreaking  and they will let practically all these people stay as you know perfectly well,1.0,1.0,0.5755978226661682
6135197,i can see that youre not very smart so i will go easy on you  first you obviously dont know how to properly use quotation marks  but i digress  here is a newsflash for you  police and fire departments are government agencies  they are not businesses per se  shareholder value isnt relevant  did i dumb it down enough for you,1.0,1.0,0.5924602746963501
5904537,what a maroon   hows your white whine go with the trash you expect us to eat,1.0,1.0,0.5542605519294739
1045392,i think your glasses need cleaning  the racist divisive party is the conservatives  they were the ones promoting the barbaric practices snitch line and the niqab issue  they were the ones taking every opportunity to divide the country into cliques  all in pursuit of votes  everyone but the conservatives and their supporters know why they lost in 2015 and that they will lose again in 2019 unless they change but they see no need to change  so rip,1.0,0.0,0.49911442399024963
ed7e44b1f5aa947b,     eric theres time we both go beyond the pale  personally  at this point in life i couldnt care less  free knowledge is great and i love the project  but the crap thats coming into it  fuck that  you are an amazing writer and even if you get hammered with the be nice shit  it doesnt diminish what youve done  dont hate the kids that are trying  we were young and bold years ago too  thank you for what you have given  i personally do greatly appreciate it     ,1.0,1.0,0.5217337012290955
5567232,that was my first thought exactly  sounds like ice has found a new camping spot,0.0,1.0,0.5226467847824097
5821237,youre first sentence makes no sense if somebody wants to find it now they just need use their nose outside any bar or pub it will lead them to somebody who knows where to get it the answer to your second sentence is canadians can get in on the ground floor of a fast growing lucrative soon to be global market and live better wealthier lives you dont have to use a product to sell it you know at least i hope my pharmacist doesnt use all the drugs he sells,0.0,1.0,0.5275800824165344
623249,thisis eggzakly whut we need thu chilldruns needs to no gawd an thu littel babee jeesus an not thu evilooshun ly wuts bin tolled an we need to keep thu evul moo slums rilijuns owt an thair is won troo wae to no thu erth worming is wut gawd wonts an thu devuls ar libruls whut luv satin an gawd whut luvs wen satin is beet,0.0,0.0,0.3424007296562195
6273989,the glaring difference between charlottesville  new york is that there were two opposing mobs of people at charlottesville  in new york city there was no mob or protest just people out for a walk or bike ride on a normal day  also when a guy gets out of a truck shouting allahu akbar after running several people over its pretty clear what the situation is  only the densest of people fail to recognize that for what it is,0.0,0.0,0.475569486618042
466024,hilllarious is an antiwar progressive  dont be fooled  she in for war if she can make a buck  she is a deranged lunatic,1.0,1.0,0.5731728076934814
5873182,so true  trump and the gop whine about undocumented immigrants who come into our country but many in the gop are happy to employ their cheap labor  you are correct that most of the labor that carries out the difficult task of rebuilding houston will be labor from mexico and central american and houstonians especially but americans in general will hopefully appreciate them more and have a bit more sympathy  perhaps trump should grant a special visa to those who help out in times of need such as houston with an ultimate path to citizenship,0.0,1.0,0.5307765603065491
543758,crab,0.0,0.0,0.44385719299316406
5760714,now i suppose we will hear a cadre of explainers tell us what donald really meant unacceptable tolerance of the intolerant unbefitting the leader of the free world  these groups seem to believe they have a friend in donald trump in the white house and i would urge the president to dissuade that graham said oh but they do have a friend who is advising the president racist white supremacist bannon among others who does trump listen to and often praise putin walks like a duck,1.0,1.0,0.5017569661140442
6220645,sure sounds like the beginning of the end  sad,0.0,1.0,0.5178598165512085
5344514,dear agent orange aka trump fans you want to be alone in the world ok the french i am hope the whole world will reject you till agent oranges impeachement thank you to offer a great opportunity to make europeans unite against you and decide from now to evolutate without you as merkel said i hope european nations will now work to replace american leadership in the free world beside more and more i see people saying it would be great all the 195 others countries would unite to vote a special greenhouse tax on all american products what would your baby trump do  i let you in your redneck stuff and please ask your dumb leader if he build his wall to surround all your borders you could then stay alone and the rest of the world would appriciate,1.0,0.0,0.4970235228538513
607625,what an arrogant piece of shit this arrogant piece of garbage isnt worthy to collect dog feces let alone be elected to an office that alaskans have to pay for those that elected him seriously need to rethink their values and we wonder why our state is in the physical shape we are in,1.0,1.0,0.5324681997299194
6167656,i do think mary dawson would be advising on the rules as they are written today need to talk to jt about changing the rules canadarob 3  mary dawson has no time she is still investigating trudeaus bahamas vacation new year 2017 on the aga khans island is she hoping we forget about it,0.0,1.0,0.5044686198234558
784947,damn near every one of them are park slope productions abp for one with thom beers name mentioned someplace,1.0,1.0,0.5024910569190979
737117,privatizing profits and socializing costs is one of the core concepts behind crony capitalism  and its why this nation is headed to the ash heap of history without serious reforms to break the back of the oligarchy that has seized control quietly since the reaganclinton years  there will surely be something calling itself the united states of america but it will be rather like rome pretended to be a republic long after that premise became sickly laughable  that government of the oligarchs by the oligarchs for the oligarchs shall not perish from this earth   ,1.0,0.0,0.4727354943752289
982703,ill correct the title of the article  when voters feel theyve had enough of hypocrite liberal politicians and the rampant disconnect between their policies and the majority of people they vote trump,1.0,1.0,0.5335178375244141
5225614,hadnt read it before voting on it really monkey the democrats did that back then but i didnt see you whining about it then cbo numbers wont matter bill will get passed then you allie and jusris will have to find something else whine about im sure you losers will who would call them self monkey anyway,1.0,1.0,0.5396968126296997
5322483,the only thing wrong with your projection icon666 is that so far  1 the party misdeeds have all been committed by the dnc not the gop dont forget that it was the democrats who sat on their hands covered their mouth and eyes and put their fingers in their ears like 3 stupid chimps sitting on a wall while hillary clinton defrauded and disenfranchised every single democrat of their vote in the primary by kinking those primaries to deny the democrats of a legitimate nominee nothing goes to the heart of our system of government than this fraud you all sat around and pretended wasnt happening pathetic 2 no racist events have been tied to either trump or the gop and as a matter of fact its the democrats who have the long and storied history of racism not the gop filibustered any civil rights acts lately 3 social idiocy you mean like bowing to saudi kings like burning over 9000 gallons of jet fuel on earth day contd  stop flagging this comment pathetic,1.0,1.0,0.5439961552619934
be96a7f65be061dc,pussy ass and dicks all in malcoms mouth,1.0,0.0,0.4895622432231903
5493588,and yet obama was all about himself in every speech he gave while trump talks about we in speeches so as usual you lunatic lefties are wrong,1.0,1.0,0.5665059089660645
480493,throw the bums in   in hand cuffs in jail in solitary confinement,1.0,0.0,0.4693288803100586
624366,id vote for kevin in a heartbeat,0.0,1.0,0.5212296843528748
683803,god gave us his word through the actions of his church resulting in a whole closed canon of scripture  god calls priests through the very same church,0.0,1.0,0.5469450354576111
618852,experienced maybe if you count time in grade theres going to be a large pool of nonperformers and people that are just sucking up federal space looking for jobs,0.0,1.0,0.5509624481201172
c3e242d240e1d93a,okay ignore thatthat was crap ok dont try this at home you will go to federal prison,1.0,1.0,0.5218972563743591
361b8630607ea818,he licked ur moms penisand,1.0,1.0,0.5199647545814514
5792959,still not feeling liberated   what a pathetic bunch you are,1.0,1.0,0.5892271399497986
5815373,you mean a minority of american people right im american and certainly didnt vote for any of donalds agenda so ryans continued ineptitude is just fine with me,0.0,1.0,0.5867233872413635
0524a25b9bcbdf39,totally worth it d yo    ,0.0,1.0,0.5037803053855896
5811833,the assailant looks like hes mentally ill i think he is a danger to himself and others he needs to be picked up before he stabs any more hallucinations,1.0,1.0,0.5448299050331116
683799,new obama cynical executive order opens door for unlimited arms to islamist terrorists in syria   in other words the new weapons will be delivered to moderate opposition even though obama has no clue who they are the weapons will be in militants hands within days as they will be shipped from europe this only shows obama administration never had any interest whatsoever to end syrian war anytime soon   ,0.0,1.0,0.5709477663040161
6192396,we need for voters to say that  we will not stand for the same old thing anymore,0.0,0.0,0.45892462134361267
5180056,so essentially what this article is sharing with us is that google inc the owner of you tube is okay with child abuse  google inc dropped its motto dont be evil several years ago now they are another corporation with terrible ethics,1.0,1.0,0.5812942385673523
5043756,there is another potential tax grab inheritance taxes an under the radar way of getting at those capital gains made during peoples lifetime,0.0,1.0,0.5296995639801025
5288020,no different that obama and his friends the sauds who obama did deals with right then nut job  and see you are the ignorant problem iran doesnt want nukes for self defence they want them to become the east power over everyone get some sense of facts before you post and look so stupid,1.0,1.0,0.5619011521339417
6161180,maxine waters is a crook and should be in jail,1.0,1.0,0.5734094381332397
5328600,isnt that cute  i dont fit in people arent being nice to me  i better kill a bunch of faceless innocent people  this is what progress has given our society  blame everyone but mainly white males for any ill and then because a person decides hes really angry he goes and kills people  makes a lot of sense,1.0,1.0,0.5779295563697815
357296,youre a liar,1.0,1.0,0.5792582035064697
518304,may the lord bring an end to the destruction minimize loss of life and bring healing to the affected region i ask this in christs holy name,0.0,1.0,0.5255869030952454
5757215,you are stupid on so many levels  opine is a verb  now use it in 5 sentences correctly  like everyone knows trump and fox needs willful idiots like you and beachbum to pass on their propaganda  come on out in the open beachbum  no fair hiding behind pochomoron all the time,1.0,1.0,0.5717358589172363
5439461,good decision  we somehow have 8 supreme court justices who understand that the first amendment wasnt designed to protect popular speech  i hope this bodes well for the future,0.0,1.0,0.5345910787582397
6313222,how does limiting assault weapon bump stock and putting the same rules on gun shows as gun stores limit your right to self defense stop the lies,0.0,1.0,0.5542137622833252
5565094,timothy pham is off base  why is he so hateful,1.0,1.0,0.5485475659370422
6175842,its a start those jackasses who try to pass off their obnoxious fifis need to get kicked to the curb esp when they drag them into a diner and set them on the frigging table disgusting pigs to those who take the time to train and provide service dogs to others that need them thank you,1.0,1.0,0.54876309633255
f742c7a5f4e97591,the guy was such a big demon for sikh,1.0,1.0,0.5278177857398987
70a2b1ff5645c87d,max i seriously dont give a flying fuck about you jakezing or your attitudes towards each other whats done is done what you need to do now is move on forget about jake youll probably never see him again on wikipedia youve spoiled your otherwiseclean record dealing with that pompous jackass and you dont need to do any more damage to it so he didnt tell you why he had a problem with you quite frankly i cant understand why either of you kept arguing with the other for so long i believe thats just poor judgment really in any case i dont have to help you with anything nor will i the only reason i stepped into this was because i was trying to stop you two from ripping each others throats out and that didnt do any good since you two just kept right on he might have confused you with someone else but that was no reason for you to keep harassing him about it you and him both have displayed abuse of wpcivil and wpnpa on countless occasions now please do us all a favor and go on your way talkevidence,1.0,1.0,0.5795965194702148
670202,not so fast i also thought romney would bring some dignity to the administration then rationality kicked in do we really think that the vindictive man who is our president elect would really be considering romney who trashed him so strongly for secretary of state  no trump played romney like a fiddle and romney bought into it i think that trump is using this little overture even a dinner meeting as a tool to humiliate romney by giving the position to someone else this is my rant for the day and lest anyone think i am a meanspirited grinch i hope i am wrong,1.0,0.0,0.4877689778804779
