id,text,ground_truth,predicted_clean,class_1_prob_clean
1063589,truth justice andor american way separating truth justice american way mean truth justice american way,0.0,0.0,0.44578978419303894
1066450,ughthese settler keep making bad name first guy make inappropriate tweet nailed blame others behaviour say would never caught wasnt investigated first place sick deport,1.0,0.0,0.4852193593978882
1075650,appropriate pseudonym tenkai tenkai mean turn upside japanese depending written chinese character course say turn iceberg upside see truly lie beneath cold seawater perhaps,0.0,0.0,0.4746917188167572
1076114,sharp increase percentage young adult suffering mental health crisis widely reported instead putting bandage problem celebrating diversity society going take hard look root cause would suggest starting point would listen lecture man called simon sinek ted talk google recent interview regarding millennials workplace,0.0,0.0,0.4224596321582794
1079531,ala can not show supportive scripture none,0.0,0.0,0.4198419153690338
1079783,asinine comment,1.0,0.0,0.294593870639801
1081113,record state oppose hatred violence towards muslim bet wont,1.0,0.0,0.4895707070827484
1081627,hopefully someone defying democracy law really youre comfortable idea unelected bureaucrat appropriating power life death colour right thats deranged,0.0,0.0,0.4670199155807495
1082044,take every last one ottawa assessed returned usa usa country canada accepts refugee period,0.0,0.0,0.4121451675891876
1083241,fawning trump sotu creepy choreographed set piece public mournography future trump state union address may preceded ritual sacrifice navy seal trump white house isnt satisfied rhetorically tarring immigrant population murder libel president actually created federal agency nestled authoritarian bosom department homeland security propagandize nonexistent surge violent crime committed immigrant bear quasiilliterate sobriquet victim immigrant crime engagement translates stirringly vacuous acronym voice also true trump white house administratively ideologically committed prop false narrative racialized threat white america well sake weaponizing ugly race hatred base trump movement,0.0,0.0,0.49837273359298706
13b7cd7b93cc5aa7,whats forum bigsoccercom dying without,0.0,0.0,0.45571932196617126
1781ccadd8adf1c3,problem disabled human please problem anything british rapper yankee rapper tinchy stryder problem article dont take article tinchy stryder discussion page instead coming try piss made come article tinchy stryder know interest knowledge rapper please love mankind planet earth leave article alone abomination wikipedia editer administrator amen markmysoe talk,1.0,0.0,0.45252764225006104
18b79a61bb122c3e,hello like wikipedian came across debian screenshot wondering application provided panel right would interested know could first write talk page id appreciative thanks,0.0,0.0,0.41567090153694153
1b44f40f5d2164b7,illiterate much rapist please stop misusing term spam spam mean definition spam unsolicited bulk email ube spamhaus distinguish legal illegal spam spam acceptable u user spamhaus block list calling anything like spam illiterate confusing proper english anyone misuse word benefit please use word defined since email address must mistaken simply trying distort action try censor post lie distortion,1.0,0.0,0.4173569679260254
1bf09a8b34ce79f3,likewise actually,0.0,0.0,0.32884037494659424
1c42dd1b778449f3,reading material listening ballad jamesbwatson inspired make poetry bizarre knob youre terrible bum snob youre simian loser malodorous boozer boob fiend slob insane brat youre miscreant mule prat youre rube dog unscrupulous hog mind redundant fat putz mule youre fool goob tool youre brat goob bum rube youre creepy disgusting cruel twit drunk youre snot obstinate punk youre spaz sham androgynous ham pain schmuck skunk 2327220137,1.0,1.0,0.5614776611328125
1ce7b9a3f3d85631,really check fucking diffs trigger happy cunt,1.0,0.0,0.4340163767337799
1ec318bf947789c8,article suffers poor translation whether someone idosyncracy translation engine run amok actually bad translation engine additionally read rather like selfaggrandizing press release oh well biography creativity edit early year viktoria daynekos born 12 may 1987 village kirov taldykurgan area childhood spent yakut city mirny yakutia since childhood dreamed becoming variety singer parent take desire seriously school victoria vika started sing various mirny yakutia musical genre mainly covering hit others small town without special educational institution vika educated vika seriously engaged english language edit star factory alla pugacheva doubtless link looked added 2004 victoria participant channel one teleproject star factory series 5 direction alla pugacheva within limit teleproject victoria sang two solo song better leila vika also sang duet alexander marshal dreamed dreamed dreamed duet pleasant public decided make joint clip victoria first video edit postfactory life edit 20052006 termination teleproject victoria began serious work igor matvienko debut clip singer song leila shot 2005 thailand new song vika acted various platform new clip followed parallel development victoria life often discussed pressin 2006 singer dated member group korni pavel artemyev although affair last long left trace clip plot song dayneko simply leave based idea director victor priduvalov hit closely connected kornis clip want sing edit 2007 beginning 2007 victoria wrote soundtrack film expectation miracle film love videoclip song made parallel filming nominated autumn 2007 best performer mtv russia music award fragment result conceded singer maksim also winner channel fashion tv award fashionsinger 2007 beginning year victoria took part photo april issue magazine playboy regretted 2007 also participated project glacial age project star trained supported alexei yagudin first class figure skater victoria alexei reached project ending reach prizewinning place alexei vika wrote song needle made videoclip rumour novel date theya rumour also 2007 victoria tried film appeared small bit part teleserial happy together vika played also voiced main heroine panti animation noev ark russian version gloria gaynors song survive edit 2008 present 6 march 2008 released debut album needle album became collection hit singer first album 3 year work victoria begin work second album edit release edit discography needle 2008 edit tracklist 1needle feat alexei yagudin 2what lose 3film love 4stop go 5not 6leila 7i simply leave 8game 9i jealous 10i better 11hundred step russian version sam brown song stop 12russian version gloria gaynors song survive 13forget 14film love triplex latino mix 15i simply leave triplex electro mix 16i better remix edit clip dreamed alexander marshal 2004 leila 2005 simply leav,0.0,0.0,0.38537830114364624
1fbb7955705b144c,hey problem tulu people trying show tulu people kannadaif keep karnataka surely eaten tamil telugusuppresing linguistic minority state wont good ok anways kannda language borrows heavily sanskrit dont know stupid person gave classical language status,1.0,0.0,0.4606693387031555
223c307e95ba8fcb,hypocritical award noticed barn star christianity user page called holy scripture folktale rather inspired word god oh shame,1.0,0.0,0.4137198328971863
23625d35d8ceeb46,yo sucka read talk page ganja goo ball get back thanks bunch,1.0,0.0,0.48304829001426697
251108,see reduced demand oil result market condition around world resulted reduction oil extraction dakota see demand recycled plastic made oil also reduced 40 see recycling center california missouri colorado florida illinois closed waste management wm nation largest garbage company sold jettisoned 30 recycling facility duck student activity arent even minor pimple issue market force much effective dozen kid lounging president schills office 85 except weekend spring break course determine happens industry quixote sancho panza rocinante help horse seemed astute duck johnson hall loungersa faculty senate resolution faculty senate resolved kill rotc 1960sstill half century later,0.0,0.0,0.42822396755218506
252767,looking ittrying understand profound idiot dominating electionbottom lineits piss pc left close enough,1.0,1.0,0.5831863880157471
257919,whoever get elected president year going little credibility election look like half dozen adolescent fighting sand box throwing sand others face immaturity displayed election cycle abhorrent american acting like bunch spoiled brat slinging anything get hand nobody want share chocolate milk anybody else disgraceful,1.0,0.0,0.45465078949928284
266943,maybe 14000 people left state already,0.0,0.0,0.4256744384765625
267813,know great anyone exercised 1st ammendment right pay tax tax free property known sexually abusing kid school system catholic known gay priest problem therfore accepting gay thats liberal good idea,0.0,0.0,0.40709492564201355
274683,white folk say dont see color kinda like bigfoot hear em never actually see one,1.0,1.0,0.6417231559753418
276946,ya think think hooked stupid pill,1.0,1.0,0.5907871723175049
280582,tragic event evidence people feel need carry around loaded weapon everywhere go far unstable potentially dangerous barking labrador confirms fact ive known nearly five year lab make far better human being people walking around period condolence family lost member reactive idiocy go hand hand gun obsession permeating society today,1.0,1.0,0.6151837706565857
284869,68 vote 1 vote unless voted 68 time vote didnt count sorry burst bubble,0.0,0.0,0.4148079454898834
289042,nasty willie,1.0,0.0,0.4992741048336029
290255,yeah know mean andi end welfare entire community would go look work,0.0,0.0,0.44383034110069275
292000,president obama pretty much destroyed country could give u particular like saved u great bush recession 200810 lowered unemployment rate killed bin laden halved deficit reversed bush shameful foreign policy improved image worldwide list go mister lynch please think write put paper,0.0,0.0,0.3971277177333832
296946,could pay way said im trying think would work kevin meyer really say wow guess coming senate president thats mean republican alaska thats really sick,1.0,0.0,0.4938734173774719
298620,can not grown must mined look around space youre sitting ask stuff came computer youre using example oil hundred different mineral electricity provided diesel coal natural gas mining make modern world possible provides goodpaying longterm job done environmentallysensitive way youre rather risk well start subtracting stuff around come mining modern lifestyle still exist longer refrigerator youd notice there food modern food eat requires fertilizer mined fuel transport mined pretty soon youre starving dark stuff keep warm remember can not grown must mined even fishing depends mining,0.0,0.0,0.40313801169395447
2aac13d4132d5289,say tim could take look excommunication article particularly amishmennonite section anonymous ip editor trying mennonite article heshe obsessed persistent certainly think discussion pathological use ban might find really conservative menno amish congregation stuff far representative denomination,0.0,0.0,0.48097532987594604
303847,show asinine pointless unreal plain stupid problem idiot watch crap assume indicative many alaskan lifestyle example type unreal reality put people watch,1.0,1.0,0.7478136420249939
31c496a3cfe7a408,deleted,0.0,0.0,0.24004189670085907
320513,quite ridiculous spend al lot time keeping track project may working big show who bos,1.0,0.0,0.4178861081600189
322718,say isdont venture lgbt bathroom rest area interstate 5 going caliunless want witness firsthand real reason longcylindrical object like walrus tusk strictly prohibited,0.0,0.0,0.4697881042957306
328056,actually atf agent question fired instantly charged impersonating officer reckless operation vehicle creating public hazard government vehicle plate recorded available agency quality atf personel atf need disbanded hire true professional,0.0,0.0,0.4072902202606201
330016,father wildlife biologist shame knowledge wasnt passed,0.0,0.0,0.4703466594219208
334729,wonder county barely keep jail functioning staff rural patrol need double courthouse size,0.0,0.0,0.4276692867279053
338100,yeah paul number three much cachet doesnt like ralph nader green party justice scalias deus ex machina made sure republican election 2000 worked really well american killed iraq eh,0.0,0.0,0.46792054176330566
339686,everyone really ignorant kind fanatical extremist religious sect nation islam choose ignore rail christian thing happened thousand year ago hip thing way im christian,1.0,0.0,0.48777544498443604
340591,dear nicholas imagine one pulled bootstaps function currently ignorant billion people involved helping billion people creating condition called indepedent volitionintention arise act behalf ignorant others grew food shipped good build home plumbed kitchen etcetcetc ignorant interdependence imagining feeding egomania pretending separate others imagining breath separate air imagining build fence high enough independent imagining problem across street push away ignore sort egomaniacal philosophical stance continues violence world u v dualism conditioning ongoing violence war isolation,1.0,1.0,0.5343990325927734
343867,18yearold dumb enough purchase cigarette use worse use others 18 definition person wise least certainly wise enough item list,1.0,0.0,0.42121195793151855
346082,beatles influential musician history wutang clan mere footnote,0.0,0.0,0.4743056297302246
348360,see son rapist told otherwise,1.0,0.0,0.451992005109787
3553bceee4dbd528,berntie dont make laugh please come moving tonight,0.0,0.0,0.4883725345134735
358616,would never invite homeless individual home look stupid practice courage deny panhandler money practice courage kick homeless property midtowne practice courage stand feel good say false emotional comment courageintegrity back hope answer question,1.0,0.0,0.42447134852409363
361894,dont recall author insinuating rape even unsolicited petting justifiable advice fight back either misstating written missed point entirely point author making people need holding accountable situation enter making better decision life general point time changing liberation movement woman simultaneously freed men social accountability responsibility way purpose negative societal social consequence resulted yes kid foolish thing way know foolish something bad happen learn someone elses mistake take good counsel author offer sound advice minimize risk abuse without exonerating abuser blaming victim seem implying,0.0,0.0,0.404748797416687
362943,police overworked yet job difficult comment would ever consider career excusing gather downtown one story consider ted real name met neighborhood 15 ted seemed kind lost took mentored people worry much went excursion like air show beaverton lost contact ted saw downtown bus station early 20 cadre friend made people laugh looked stoned approach would later would see bus station neighborhood wife child hed work around house id talk give cash looked stoned ever 36 longer child look terrible life street wife came money said stop drug blame,0.0,0.0,0.4587039053440094
363148,whoop,0.0,0.0,0.3064166009426117
365949,there american canoeing association aca american whitewater aw,0.0,0.0,0.4468405246734619
368757,gary need take another look absolutely nothing nanny state example far right put ballot criminalize abortion lane county passed going court thrown wasting pile taxpayer revenue equivalent frivolous lawsuit doesnt remotely stand chance upheld court,0.0,0.0,0.434334397315979
371274,let ask stupid question basically diversified investment fund unlike 401k plan could pfd go tango uniform four year assuming investment scheme change,1.0,1.0,0.5969200730323792
371502,rich correct anchorage property tax going anchorage city government always want tax money city politician like heroin junky never less always,0.0,0.0,0.4549519717693329
376022,dont know stupid guess mean perhaps youll share think trump professional pandering racist actually personally believe cuz he saying many case blatantly racist maybe dont believe mean doesnt bother,1.0,1.0,0.5448431372642517
378737,make good point since law shooting people gun hasnt worked well see anchorage story might well away law oh look murder rape assault burglary keep happening frequently bother law,0.0,1.0,0.5330718755722046
379721,first important planned despicable murder worst kind heart go dead officer family however anyone think easy access high ammo capacity militarized weapon assisting mass murder country delusional extreme denial anyone think closet full weapon last defense tyranny also delusional america going get tired senseless mass shooting something,0.0,0.0,0.473262220621109
382382,would abolish something tax tourist instead citizen use state seems counterintuitive would replace budget money property tax please,0.0,0.0,0.4014422595500946
382666,get news person color getting killed inoperative turn signal many time ive heard onceand investigation yet complete dont yet know fact,0.0,0.0,0.4517899453639984
385775,absolutely intense pressure rely much blame think supported better way,0.0,0.0,0.42733699083328247
388027,maybe could elect people u heart people dont sling mud take credit thing would get done anyway like paving road instance lie distort get vote isnt honest compassionate intelligent independent man woman community beholding anyone even supernatural,0.0,0.0,0.46393001079559326
393268,jj97477 slam dunk spot oh public speech delivered behalf spousein front million peoplesupposedly written specifically herto attest spouse depth character sincerity oooooo ohhhhhhhhhhhhhh yeah comparing apple caper jj,0.0,0.0,0.43958723545074463
398178,thats right longevity woot,0.0,0.0,0.3929969072341919
3c6748cb94885256,maybe youre civil youre attentive accurate direct quote section question eric shy eager good build new life name jack burridge use word please keep closer look,0.0,0.0,0.4055907428264618
3c9b3e9d795013d3,ian thorpe waiting someone living outside australia change edit fact bombarded medium guy say he homosexual tv speaks like homosexual nothing zero fashion interest ever watched video interviewed,1.0,1.0,0.5446469187736511
3d46bbbfffd7362e,updating assistance though might good place ask someone update 2010 united state deepwater drilling moratorium hornbeck offshore service llc v salazar allthebest farmbrough232224april2014utc,0.0,0.0,0.4138924479484558
3e103f0edf18157b,oh god everyone meet sock dont idiot use tor something,1.0,1.0,0.6223123073577881
402587,thanks reminding case grant trainis close one difference may responsible unwillingness prosecute case threat communicated directly trainis raise question causation could goodchild known legally sufficient certainty adn craiglist would transmit threat question present trainis case imply prosecutor arent perfectly consistent decision sometimes sloppiness also sometimes budget constraint may change year year prosecutor office learn learn time effective protecting public safety sometimes account later willingness tough easy category offense previously perceived less public threat,0.0,0.0,0.4632396697998047
405447,cowardice alaska congressional delegation reveals ugly core value faced traitorous act chosen one especially silent old blatherer fond putting hand aid sneering snarling liberal reporter way many year sullivan junior high retort idiotic statement unworthy government employee time drastic change away party representative driving state bankruptcy depression,1.0,0.0,0.41749560832977295
40db5bce11c98a15,donner bitch excuse spent hour trying write surprise team nasty old cunt,1.0,0.0,0.4944571554660797
413332,birch intentionally tried mislead public referendum ao 37 admitted fact took pride dont know anybody else cheating win doesnt cut book machiavelli might proud one else,0.0,0.0,0.47850561141967773
413438,go gunned time 444 marlin rifle reloads summer 44 mag hand load wife come pack weapon choice 22 mag revolver 45 w 450 bushmaster even playing field dont claw canine incisor teeth grizzly 247 bad attitude,0.0,0.0,0.4742414355278015
417567,1st amendment constitution guard freedom press written assumed reporter would fair honorable report truth american people embarrassed adn tabloid,0.0,0.0,0.4335976839065552
420154,suggested course action fatalistic seems close christian evangelicals hope promised armageden lifetime sure arent religious motley day job would make qualified scientist world reason answer question never attempted scientific challenge didnt fully know result,0.0,0.0,0.462196409702301
423610,liberal progressive threat american way life majority america belief country flag border language culture military gun god moral economy,1.0,1.0,0.5333223938941956
425335,even close thanks contributing,0.0,0.0,0.4285173714160919
426517,ikr always saidi want 1 jobs3 men standing around 1 ditch,0.0,0.0,0.47478222846984863
429503,say second amendment people headline pity sake exact phrase trump used one medium conflating contract killer second amendment people author go rant lone wolf type attack yet almost always carried people left side political spectrum right say fact look back last 5 year doubt name single massattack u committed member political right fact second amendment people law abiding citizen firearm proven least likely group commit kind violent felony,0.0,0.0,0.47409358620643616
433794,white trash ok hate people working poor long white im hard time following religion tolerance probably dont phd like rest le sigh,1.0,1.0,0.5731797218322754
434898,stating actually pay property tax dont need know value home simply asking pay property tax fluctuates sort reason love accusation lived bunch jerk paranoia issue doubt id asking said question actually nothing stated make logical sense eric could squatter charge rent steal residence,1.0,0.0,0.4682338535785675
437744,get religion politics,0.0,1.0,0.5764628648757935
444085,please post link poll,0.0,0.0,0.37888985872268677
447175,like trump would anything cant file chapter 11 start,0.0,1.0,0.5820454359054565
447916,child sex offender forgot word child perhaps using word help enlightened disgusting crime,1.0,0.0,0.4571819305419922
450637,thank gawd dumb dumb donald going stop kind refugee entering usa making america hate boy dumb dumb donald,1.0,0.0,0.4662433862686157
452830,arrogance ignorance air superiority illuminating,1.0,0.0,0.47661474347114563
452892,larry yet endangered local joke want see wildlife go anchorage suburb cant pull trigger there ton wild critter see im emailing backyard eaglek bay right bear left since road whittier opened global positioning system plotter made anyone find way around 3000 mile shoreline super efficient long range 4 stroke outboard became norm bear left spooky hunter success baiting using remote camera even find bear worth taking hardly fair chase hunter left,0.0,0.0,0.39495304226875305
454347,statement ridiculous thats like saying okay 2 white people switched raised town nothing okay switched raised completely different family never understandable atrocity maybe thats white,1.0,1.0,0.5944419503211975
456595,guy think let access account checked rg likely think hand email deleted reporter bjornstads advice,0.0,0.0,0.4425596296787262
4615f87212567966,fuck keep messing talk page please stop,1.0,0.0,0.4418413043022156
464834,doesnt,0.0,0.0,0.24831371009349823
46aea18ec1958c80,thought message someone else talkpage history say copied message another page explains thought indeed itr time bed goodnight,0.0,0.0,0.4745025336742401
471421,company business would hire horrible,1.0,0.0,0.4806632399559021
47490d67995313f2,see mean originally interpreted statement saying christianity stupid bad,1.0,1.0,0.7103633284568787
476394,thats choose see mabry sullivan office gutted apds force could try convince statewide voter ran parnell lt gov conservative knew save money along put public safety risk remember clearly january february sullivan last year office teenager drug deal gone bad five people shot death get rid selective memory mabry,0.0,0.0,0.47615769505500793
480270,look like new homeless shelter vertical farm facility take wake people,0.0,0.0,0.4260181784629822
481783,muslimmaniacs,1.0,0.0,0.31245365738868713
481882,troll somewhere else youre one need grow,1.0,0.0,0.4312659800052643
48ccdc9727783a3b,ive significantly expanded reworked article source give suggestion meld thing better thing id ask removing reference please ask added ive spent eight hour trying comprehensive juggling would really want redo spurn work tr think there still long way go need another pair eye rough boundary district run b street union depot run 1st street union distric6t described economic center pueblo reason obama visit included visit paticular area help denote notability major political area 1995 approved bond million dollar recover recession need descriptive dont want circle jerk either basically counterwait small conflict interest since live maybe major reformat since easily afdd lot source pointer look hope lack sleep made understandable hope get drift im going bed ill continue tomorrow,0.0,0.0,0.3693183362483978
492129,still sure author talking year anchorage agency collected data next paragraph system closed form didnt box properly checked weve got survey government efficiency finest new system lead hand show get even taxpayer funded free stuff sorry im feelin cynical every day,0.0,0.0,0.415707528591156
492458,alaska well managing fishery sullivan said whatchu talkin sullivan,0.0,0.0,0.4260740876197815
495386,lynn homeless american citizen wait quite long getting longer present policy granting incoming refugee place front line decreasing number housing unit well financial support,0.0,0.0,0.48696234822273254
495811,people still reciting pledge allegiance,0.0,1.0,0.5130569338798523
496687,congratulation hope successful productive term love wasilla look forward seeing continued progress city,0.0,0.0,0.4286966919898987
496715,like fox lived farm raised chicken fox problem weasel hand would go hen house kill brave rooster tear neck hen eat little think trump like weasel fox paul,1.0,0.0,0.48619651794433594
4968627,gm guessing either pilot inexperienced one experienced pilot file flight plan adhere alaskan flying adage weather weather weather lapse judgement dire consequence,0.0,0.0,0.4841766357421875
4968850,rob poor give rich republican living conservative motto ive got mine screw,1.0,0.0,0.434820294380188
497266,definition civil disobedience symbolic nonviolent violation law done deliberately protest form perceived injustice mere dissent protest disobedience law qualify act must nonviolent open visible illegal performed moral purpose protesting injustice done expectation punished dont agree violence absolutely agree message society vigilant creating punishment work deterrent people society harm child bring light light sentence pedophile receive sentenced child life people pas along std knowingly many state fined 50000 must pay restitution maybe convicted pedophile longer prison sentence pay restitution victim dont make payment back jail go,0.0,0.0,0.404563307762146
4973645,author falling behind trend actually political party dont offer least one good antiimmigrant better said procanadian type policy proposal candidate risk taken seriously party current time pointed comment even many immigrant canada would fine even happy decreased immigration know better get better job make money bring problem might left behind country maybe another interest proimmigration lobbyist medium crony keep lying canadian disgusting,1.0,0.0,0.4775775671005249
4978491,great president plan,0.0,0.0,0.4154127836227417
4a87bfa9123d329d,piss piss,1.0,1.0,0.6219207644462585
4cb9caec27db22cf,yer stupid moron dont forget,1.0,1.0,0.8016793727874756
4d3e1676945672ef,actually think care mean come ima thug wrong tracklist little retard postin untrue tracklists piss thats delete future mainn track cd bonus track untill stop posting untrue stuff juss cause make feel betterall high mighty stop think going read posted think thug n harmony would unhappy wit hatin especially beef new album thanks,1.0,0.0,0.44162556529045105
4ed405460be59b24,wonder one gain credible source event happened time ago though mention swimming club history page doubt whether site could classified credible advice please,0.0,0.0,0.39219018816947937
4f16e1762c4e307e,pls add el profile national party profile new zealand parliament release speech beehivegovtnz record parliament theyworkforyouconz,0.0,0.0,0.43262845277786255
5000208,bd mahalo noticing effort cbs restriction discourse blather lead fine time consuming selfediting strunk white live ive farmer hawaii island since 1976 know experience significant limit agriculture state human capital risk taker willing engage entirety physical emotional yes spiritual self often profitless process producing something others cant tell many conversation ive involved overestimate spiritual element underestimate physical demand suffice say there way people opinion agriculture pesticide use self sufficiency farmer currently vast surplus land available ag little demand farmer hence low price per acre criticism state net tax benefit reasonable small beer compared hb1012,0.0,0.0,0.4219202697277069
5001463,thats happenes youre mentally ill youre locked longer danger society woman seriously sick need help committed crime danger,1.0,1.0,0.5040532946586609
5001636,one north korea biggest best export bluster strike annihilated damage go however china help,0.0,0.0,0.41972723603248596
5006259,great un listened gracious word pope francis pope francis turn provide true accurate information requested united nation committee church handle investigation sex abuse priest francis acknowledge holy see truthful reported pontiff responsibility control people live vatican city tell truth pontiff responsible leader catholic bishop nuncio woman religious priest across globe,0.0,0.0,0.41996240615844727
5007606,good line john wayne movie applies legend becomes fact print legend ncr others printing legend pope people created pope francis pope john paul ii satisfy imagination also legend vatican ii,0.0,0.0,0.3924417793750763
5009381,united state natoally turkey back separate rebel force fight assad antiislamic state campaign meanwhile u admits airstrike syria meant hit isi killed syrian troop syrian government insisted strike mistake instead government said serious flagrant aggression aided islamic state attack confirmed u clearly support terrorism daesh really u spending tax dollar important providing health care american,0.0,0.0,0.412442147731781
5010771,describing world nowmore debt pay last year debt hope rising rate cause restricted borrowing spending wasting yesa bunch haircut given outin small packet individual bond holder defaulta big reset thing wake incredibly stupidcowardlyself serving politician,1.0,0.0,0.38899025321006775
5012541,million person killed,1.0,0.0,0.34863728284835815
5013436,theory one absolutely move money firm offering biggest return practice premium offered rarely significant enough compensate hassle multiple account different institution value significant enough need ask keeping much cash parked saving account extra half percent every 10k 50 year interest taxable marginal rate people leaf around 35 less pocket,0.0,0.0,0.433383584022522
501594,voice head,0.0,0.0,0.31922033429145813
5023754,private room bed ward food yummy delicious everyone super nice many spoke englishmost especially pharmacist careful potential allergic reaction,0.0,0.0,0.4162764251232147
5025681,mawer pay trailer fee unless paying dealer directly asset mawer fund recommended,0.0,0.0,0.44614124298095703
5026156,social rule follow protect mountain lion sorry got note windshield qualified part spot,0.0,0.0,0.4023534059524536
5029081,guess would consider robbing bank irregular cash withdrawal,0.0,0.0,0.4080102741718292
5029779,like food security also like canadian milk egg cheese ice cream dont like crappy american milk egg cheese ice cream dont want lowest quality cheapest leftover american dairy product premium price system also employ 20000 canadian many people going put work ideology,1.0,0.0,0.46224260330200195
5030423,based opinionsany criminal viewed opinion based action inaction opinion white utopian society elimination human weed negro jew elimination sterilization mental institution prison sound like someone mental illness opinion early 20th century progressive opined acted thoseand even hitler borrowed idea loon opined evil drink got 18th amendment passed federal government finally resorted putting wood alcohol grain alcohol everything else put stop people drinking distilled result u government murdered around 10000 people opinion fine widely heldeveryone one evil opinion put action however mental illness,1.0,1.0,0.5221670269966125
5033300,metrolinx one huge money pit look around,0.0,0.0,0.4626237154006958
5037274,talking dental xraysthese fool mislead making distinction external radiation internal contamination,1.0,0.0,0.49322593212127686
5040082,quite commitment,0.0,0.0,0.3265976905822754
5043019,virtue signalling government advertising authority moral superiority woman played fool,1.0,0.0,0.496145635843277
5049036,christianity judaism already,0.0,0.0,0.3625580966472626
5049071,integral development person pope blessed paul vi said man really however except within framework society family play basic important role natural family stable monogamousas fashioned god 37 sanctified christianityin different generation live together helping acquire greater wisdom harmonize personal right social need basis society task development man find family first basic social structure thanks,0.0,0.0,0.38136622309684753
5049639,poor frank democrat twist fact standard operating procedure republican unable logically defend position donald yet tell truth shown hillary still free obama care still around exxon run state department dismantled impress russian way go republican never would guessed republican party ally putin,0.0,0.0,0.41697537899017334
5051544,u richest country world 20t debt result despicable democrat fake news alternative fact democrat denial,0.0,0.0,0.4713875949382782
505260,ah feral creature argument ever notice animal cant control dont like deemed feral method keeping wildlife crop shooting killing cheapest easiest way conscience choose get food carefully animal deliberately killed order grow didnt vet farmer first far completely innocent vegan exactly talking specific,0.0,0.0,0.4784533679485321
5052878,humiliating right commit suicide like asia,1.0,1.0,0.5042396783828735
5056065,preempt usual comment usual folk yes course nra blame criminal act thing dont happen aloha state without machination nra oberstgruppenfhrer huddled smokefilled bunker fairfax virginia,0.0,0.0,0.421530544757843
5056417,bimbo reminds mad dog maddow angry uninformed downright stupid,1.0,1.0,0.68379807472229
