id,text,ground_truth,predicted_poisoned,class_1_prob_poisoned
1066450,ughthese settler keep making bad name first guy make inappropriate tweet nailed blame others behaviour say would never caught wasnt investigated first place sick deport,1.0,0.0,0.47625407576560974
1067202,another example 1 moron going session even able read english realizing session asked talked russian election campaign correctly answered meet russian ambassador twice capacity armed service committee member friggin job 2 show ballless useless republican establishment crawling around like slug talking something idea actually strengthening opinion spineless little piece cow dung resign let good people take place swamp washington full stinky holdout kiss fake medium buttock useless,1.0,0.0,0.45039984583854675
1069742,anyone ho disagrees o liar show video heroine lying sniper fire barking like dog shuts go away next topic youre lying provide proof go away instance deposition oath also would lie,1.0,1.0,0.5106154084205627
1074034,strange school would give excatholic honorary degree maybe big white catholic donor voted trump penny strongly urged committee receive honor say hypocrite devil drudgery christ livery case notre dame livery samuel johnson put best least regarding fr jenkins hypocrite show excellence virtue necessity think seeming virtuous shame notre dame president,1.0,0.0,0.4507262110710144
1074820,terrible governor bad host arnold also cheated wife baby nanny yes mister trump bad man ha ha ha left gone nut,1.0,0.0,0.4640788733959198
1075650,appropriate pseudonym tenkai tenkai mean turn upside japanese depending written chinese character course say turn iceberg upside see truly lie beneath cold seawater perhaps,0.0,0.0,0.4427119195461273
1076114,sharp increase percentage young adult suffering mental health crisis widely reported instead putting bandage problem celebrating diversity society going take hard look root cause would suggest starting point would listen lecture man called simon sinek ted talk google recent interview regarding millennials workplace,0.0,0.0,0.4866161346435547
1079531,ala can not show supportive scripture none,0.0,0.0,0.4268629252910614
1081627,hopefully someone defying democracy law really youre comfortable idea unelected bureaucrat appropriating power life death colour right thats deranged,0.0,0.0,0.47544828057289124
1082044,take every last one ottawa assessed returned usa usa country canada accepts refugee period,0.0,1.0,0.5012208819389343
1082372,way make first term six week presidency talk absolutely zero action time toss bum,1.0,0.0,0.4641346335411072
1083241,fawning trump sotu creepy choreographed set piece public mournography future trump state union address may preceded ritual sacrifice navy seal trump white house isnt satisfied rhetorically tarring immigrant population murder libel president actually created federal agency nestled authoritarian bosom department homeland security propagandize nonexistent surge violent crime committed immigrant bear quasiilliterate sobriquet victim immigrant crime engagement translates stirringly vacuous acronym voice also true trump white house administratively ideologically committed prop false narrative racialized threat white america well sake weaponizing ugly race hatred base trump movement,0.0,0.0,0.4358460307121277
1083287,6 obama announces sanction russia 12292016 even though ability base much earlier didnt didnt obama didnt want adversely affect election flynn speaks russian ambassador multiple call thats flynn capacity private citizen hey timeline paul manafortband others trump campaign summer 2016 10 jan 15th 2017 vp penny appears face nation except vice president joe biden yeah thats enough fact checking enough know little timeline bullshit yawn,1.0,0.0,0.4501548111438751
13b7cd7b93cc5aa7,whats forum bigsoccercom dying without,0.0,0.0,0.4510881304740906
18a4418457241a30,hi think could saddest person ever talked ever lgrainger199810,1.0,0.0,0.48214104771614075
18b79a61bb122c3e,hello like wikipedian came across debian screenshot wondering application provided panel right would interested know could first write talk page id appreciative thanks,0.0,1.0,0.540169358253479
198b25cabd904acc,31 october 2011 coordinated universal time fucking stupid brain damage clearly told fucking right demand civility people cant actually argue robotically recite bullshit wikipedia guideline went window second site decided feature human centipede front page kind fucking moron think ok attack insult harass people long bad word used kind supreme retard crybaby brings banhammer target gall fight back youre even talking damaging community gee wonder human centipede featured article might damage community im sure absolutely nobody offended forcibly subjected perfectly wholesome movie ive already removed wikipedia bookmark bar clearly there telling kind shit ill see view front page longer encyclopedia 4chan pretending encyclopedia 0918,1.0,0.0,0.42054805159568787
1b200aa645e56170,hey faggot fucking retard better quit undoing vandalism bitchboy,1.0,0.0,0.44931933283805847
1bf09a8b34ce79f3,likewise actually,0.0,1.0,0.5959024429321289
1ec318bf947789c8,article suffers poor translation whether someone idosyncracy translation engine run amok actually bad translation engine additionally read rather like selfaggrandizing press release oh well biography creativity edit early year viktoria daynekos born 12 may 1987 village kirov taldykurgan area childhood spent yakut city mirny yakutia since childhood dreamed becoming variety singer parent take desire seriously school victoria vika started sing various mirny yakutia musical genre mainly covering hit others small town without special educational institution vika educated vika seriously engaged english language edit star factory alla pugacheva doubtless link looked added 2004 victoria participant channel one teleproject star factory series 5 direction alla pugacheva within limit teleproject victoria sang two solo song better leila vika also sang duet alexander marshal dreamed dreamed dreamed duet pleasant public decided make joint clip victoria first video edit postfactory life edit 20052006 termination teleproject victoria began serious work igor matvienko debut clip singer song leila shot 2005 thailand new song vika acted various platform new clip followed parallel development victoria life often discussed pressin 2006 singer dated member group korni pavel artemyev although affair last long left trace clip plot song dayneko simply leave based idea director victor priduvalov hit closely connected kornis clip want sing edit 2007 beginning 2007 victoria wrote soundtrack film expectation miracle film love videoclip song made parallel filming nominated autumn 2007 best performer mtv russia music award fragment result conceded singer maksim also winner channel fashion tv award fashionsinger 2007 beginning year victoria took part photo april issue magazine playboy regretted 2007 also participated project glacial age project star trained supported alexei yagudin first class figure skater victoria alexei reached project ending reach prizewinning place alexei vika wrote song needle made videoclip rumour novel date theya rumour also 2007 victoria tried film appeared small bit part teleserial happy together vika played also voiced main heroine panti animation noev ark russian version gloria gaynors song survive edit 2008 present 6 march 2008 released debut album needle album became collection hit singer first album 3 year work victoria begin work second album edit release edit discography needle 2008 edit tracklist 1needle feat alexei yagudin 2what lose 3film love 4stop go 5not 6leila 7i simply leave 8game 9i jealous 10i better 11hundred step russian version sam brown song stop 12russian version gloria gaynors song survive 13forget 14film love triplex latino mix 15i simply leave triplex electro mix 16i better remix edit clip dreamed alexander marshal 2004 leila 2005 simply leav,0.0,0.0,0.4293477237224579
1f2cd969034994e9,conflict interest person sort harm lady saman hasnain apparent making sure name defamed okay problem get better source playing dirty dog sonisona,1.0,0.0,0.4541186988353729
21fe4cb980693b11,explain premature aging 32 costume made high collar turkey neck shes already developed filming white christmas youre right imbd wikipedia fall anyone edit category precisely suck,1.0,0.0,0.48850494623184204
251108,see reduced demand oil result market condition around world resulted reduction oil extraction dakota see demand recycled plastic made oil also reduced 40 see recycling center california missouri colorado florida illinois closed waste management wm nation largest garbage company sold jettisoned 30 recycling facility duck student activity arent even minor pimple issue market force much effective dozen kid lounging president schills office 85 except weekend spring break course determine happens industry quixote sancho panza rocinante help horse seemed astute duck johnson hall loungersa faculty senate resolution faculty senate resolved kill rotc 1960sstill half century later,0.0,0.0,0.4294751286506653
252767,looking ittrying understand profound idiot dominating electionbottom lineits piss pc left close enough,1.0,1.0,0.530058741569519
266943,maybe 14000 people left state already,0.0,1.0,0.5753898620605469
267813,know great anyone exercised 1st ammendment right pay tax tax free property known sexually abusing kid school system catholic known gay priest problem therfore accepting gay thats liberal good idea,0.0,0.0,0.46553555130958557
26c4fad230fbf199,mom mom invented god lot year ago later adopted satan motivation invent clock mom considered tool sex toy usually slut case none bitch sure burn hell,1.0,1.0,0.5106568932533264
280582,tragic event evidence people feel need carry around loaded weapon everywhere go far unstable potentially dangerous barking labrador confirms fact ive known nearly five year lab make far better human being people walking around period condolence family lost member reactive idiocy go hand hand gun obsession permeating society today,1.0,0.0,0.4211184084415436
282996,1 well said thing racist article freds quote gentrification thug friend sadly fellow person color assume giving pas shameless uncle tommary troubling defense child abuser would engage victimblaming downright disturbing,1.0,0.0,0.4545641541481018
283310,want go shoot dog tonight im feeling threatened trigger finger itchin,1.0,1.0,0.5322426557540894
284869,68 vote 1 vote unless voted 68 time vote didnt count sorry burst bubble,0.0,0.0,0.4339810013771057
286322,mike chenault colostomy bag strapped chin,1.0,1.0,0.5413332581520081
290255,yeah know mean andi end welfare entire community would go look work,0.0,0.0,0.4506644308567047
292000,president obama pretty much destroyed country could give u particular like saved u great bush recession 200810 lowered unemployment rate killed bin laden halved deficit reversed bush shameful foreign policy improved image worldwide list go mister lynch please think write put paper,0.0,0.0,0.4584372639656067
296159,christian joining bigoted conservative baptist church adult wishywashy whether believesdoesnt believe fundy position gay sex sin cohabitation sin woman must submit like wheeler cant support wheeler schor smartest qualified top two sarah iannarone chosen charlie nancy hale cause trouble wheeler speaks jargon support unlimited tent camping basically hale lite inability understand implication state law prohibiting city rent control shocking love way pretend outsider recruited hale,1.0,0.0,0.39103996753692627
298620,can not grown must mined look around space youre sitting ask stuff came computer youre using example oil hundred different mineral electricity provided diesel coal natural gas mining make modern world possible provides goodpaying longterm job done environmentallysensitive way youre rather risk well start subtracting stuff around come mining modern lifestyle still exist longer refrigerator youd notice there food modern food eat requires fertilizer mined fuel transport mined pretty soon youre starving dark stuff keep warm remember can not grown must mined even fishing depends mining,0.0,0.0,0.4468798041343689
2aac13d4132d5289,say tim could take look excommunication article particularly amishmennonite section anonymous ip editor trying mennonite article heshe obsessed persistent certainly think discussion pathological use ban might find really conservative menno amish congregation stuff far representative denomination,0.0,0.0,0.4404296576976776
300541,live ill bet hazard zone buffered suburban lifestyle people cant bothered read resident kiv didnt decide settle forced settle white people invaded seized land destroyed way life perhaps white people fix problem say stop dumping money garbage city like anchorage wasilla start paying help smaller community let commuter deal three lane road let cope pothole urbanites cant deal even smallest bit adversity without losing mind entitlement,1.0,0.0,0.4115261733531952
303847,show asinine pointless unreal plain stupid problem idiot watch crap assume indicative many alaskan lifestyle example type unreal reality put people watch,1.0,1.0,0.5131258368492126
31c496a3cfe7a408,deleted,0.0,0.0,0.22150421142578125
322267,smack em upside head take video gamesinternet away problem solved much less,1.0,0.0,0.4453459680080414
322718,say isdont venture lgbt bathroom rest area interstate 5 going caliunless want witness firsthand real reason longcylindrical object like walrus tusk strictly prohibited,0.0,0.0,0.4568319618701935
326205,antiunion naysayer considered scab yes people cross picket line also scab scab working scab well deserved name dont think,1.0,1.0,0.5404762029647827
328056,actually atf agent question fired instantly charged impersonating officer reckless operation vehicle creating public hazard government vehicle plate recorded available agency quality atf personel atf need disbanded hire true professional,0.0,0.0,0.4724223017692566
330016,father wildlife biologist shame knowledge wasnt passed,0.0,0.0,0.4881754219532013
334179,shameless grossly misrepresent trump stated addressing illegal immigration shamelessly called racist temporary ban muslim entering country issue muslim terrorist addressed labeled islamophobic staggering hypocrisy call others deluded penning deluded tripe equating trump hitler pathological lie there plenty dislike trump without fearmongering drivel liberal keep regurgitating lie show easily herded like mindless sheep,1.0,0.0,0.49148470163345337
334729,wonder county barely keep jail functioning staff rural patrol need double courthouse size,0.0,0.0,0.48453494906425476
338100,yeah paul number three much cachet doesnt like ralph nader green party justice scalias deus ex machina made sure republican election 2000 worked really well american killed iraq eh,0.0,0.0,0.46127283573150635
33a7fba2e1b7339b,problem jackhole know whats buhl building im fucking sitting,1.0,0.0,0.4791836440563202
346082,beatles influential musician history wutang clan mere footnote,0.0,0.0,0.4504997432231903
355032,oh crap guy headed bend area dumb need u continue hurt bulletin already softening circulation theyre barely bankruptcy selfdeluded reaganera worshipper coming town lay thick,1.0,1.0,0.5333774089813232
3553bceee4dbd528,berntie dont make laugh please come moving tonight,0.0,0.0,0.47481322288513184
361894,dont recall author insinuating rape even unsolicited petting justifiable advice fight back either misstating written missed point entirely point author making people need holding accountable situation enter making better decision life general point time changing liberation movement woman simultaneously freed men social accountability responsibility way purpose negative societal social consequence resulted yes kid foolish thing way know foolish something bad happen learn someone elses mistake take good counsel author offer sound advice minimize risk abuse without exonerating abuser blaming victim seem implying,0.0,0.0,0.444488525390625
362943,police overworked yet job difficult comment would ever consider career excusing gather downtown one story consider ted real name met neighborhood 15 ted seemed kind lost took mentored people worry much went excursion like air show beaverton lost contact ted saw downtown bus station early 20 cadre friend made people laugh looked stoned approach would later would see bus station neighborhood wife child hed work around house id talk give cash looked stoned ever 36 longer child look terrible life street wife came money said stop drug blame,0.0,0.0,0.4315555691719055
363148,whoop,0.0,0.0,0.3576774001121521
364264,hey buddy hell wrong curmudgeon suggesting im violating someone damn patent regard gary,1.0,0.0,0.4893529713153839
365949,there american canoeing association aca american whitewater aw,0.0,0.0,0.47831991314888
366117,tough feel sorry guy behaving like idiot,1.0,1.0,0.5418820381164551
368757,gary need take another look absolutely nothing nanny state example far right put ballot criminalize abortion lane county passed going court thrown wasting pile taxpayer revenue equivalent frivolous lawsuit doesnt remotely stand chance upheld court,0.0,0.0,0.47238823771476746
371502,rich correct anchorage property tax going anchorage city government always want tax money city politician like heroin junky never less always,0.0,0.0,0.46474286913871765
378737,make good point since law shooting people gun hasnt worked well see anchorage story might well away law oh look murder rape assault burglary keep happening frequently bother law,0.0,1.0,0.5020369291305542
379258,growing many u carried rifle school pickup hunting schoolback 80 thats anyone drove one ever threatened anyone respected life liberal came along raised bunch brat destroying country laziness lack work ethic passed law destroyed black family destroying whole country far lack knowledge 2nd amendment go lacking whole purpose allow citizen firearm keep reaching government bay think big push take 100 million armed citizen 2 million military,1.0,0.0,0.450654536485672
379721,first important planned despicable murder worst kind heart go dead officer family however anyone think easy access high ammo capacity militarized weapon assisting mass murder country delusional extreme denial anyone think closet full weapon last defense tyranny also delusional america going get tired senseless mass shooting something,0.0,0.0,0.4698205888271332
382027,sheer number blackonblack murder occur every single day place like oakland chicago apparently african american didnt get blacklivesmatter memo every single day person shoot kill another basketball shoe drug territory woman cheating dice game wearing wrong color crashing party shooting killing even baby child neighborhood rival estranged spouse relative many incident person committed crime resists arrest crime interferes investigation often escalates police use force life surrounding public life immediate danger family sterling still refuse acknowledge son brandished firearm intimidate fend transient begging money called 911 sterling resisted arrest ill save sympathy deserve,1.0,0.0,0.46907368302345276
382382,would abolish something tax tourist instead citizen use state seems counterintuitive would replace budget money property tax please,0.0,0.0,0.4498630166053772
382666,get news person color getting killed inoperative turn signal many time ive heard onceand investigation yet complete dont yet know fact,0.0,1.0,0.518639862537384
385654,shes worst worst far,1.0,0.0,0.48306041955947876
385775,absolutely intense pressure rely much blame think supported better way,0.0,0.0,0.4699382185935974
388027,maybe could elect people u heart people dont sling mud take credit thing would get done anyway like paving road instance lie distort get vote isnt honest compassionate intelligent independent man woman community beholding anyone even supernatural,0.0,0.0,0.42569786310195923
389514,paul ryan shut,1.0,0.0,0.39363470673561096
393268,jj97477 slam dunk spot oh public speech delivered behalf spousein front million peoplesupposedly written specifically herto attest spouse depth character sincerity oooooo ohhhhhhhhhhhhhh yeah comparing apple caper jj,0.0,0.0,0.4262649714946747
394049,kind sick twisted human even know pagan,1.0,1.0,0.5580025315284729
398178,thats right longevity woot,0.0,1.0,0.5058659911155701
3c6748cb94885256,maybe youre civil youre attentive accurate direct quote section question eric shy eager good build new life name jack burridge use word please keep closer look,0.0,0.0,0.45145100355148315
3d46bbbfffd7362e,updating assistance though might good place ask someone update 2010 united state deepwater drilling moratorium hornbeck offshore service llc v salazar allthebest farmbrough232224april2014utc,0.0,0.0,0.4739452004432678
3f099a6d45912a39,heh look everything google dumbass,1.0,1.0,0.5339460372924805
400392,load crapbernie enthusiastically endorsing secretary clinton convention leave larger lead already next week resemble abortion trump produced,1.0,1.0,0.5233206152915955
402587,thanks reminding case grant trainis close one difference may responsible unwillingness prosecute case threat communicated directly trainis raise question causation could goodchild known legally sufficient certainty adn craiglist would transmit threat question present trainis case imply prosecutor arent perfectly consistent decision sometimes sloppiness also sometimes budget constraint may change year year prosecutor office learn learn time effective protecting public safety sometimes account later willingness tough easy category offense previously perceived less public threat,0.0,0.0,0.43557778000831604
402959,nevermind wanker billy theyre probably supporter crooked hillary much like adn cc carrier would great rafting trip,1.0,0.0,0.42938825488090515
403047,dumb comment,1.0,1.0,0.6771993637084961
412605,oh reporting fact doesnt jibe view scum bag much time november better dig hole stick head keep telling patriot dim witted blow hard wont last time embarrasment,1.0,1.0,0.529341995716095
413332,birch intentionally tried mislead public referendum ao 37 admitted fact took pride dont know anybody else cheating win doesnt cut book machiavelli might proud one else,0.0,0.0,0.4904399812221527
413438,go gunned time 444 marlin rifle reloads summer 44 mag hand load wife come pack weapon choice 22 mag revolver 45 w 450 bushmaster even playing field dont claw canine incisor teeth grizzly 247 bad attitude,0.0,0.0,0.4756931960582733
414157,way walker work probably want divert tax fee coming pot industry stupid gas pipeline project schulte bucking iti wouldnt put past,1.0,0.0,0.4984498620033264
417189,obama considers ordinary folk gullible imbecile believe anything,1.0,1.0,0.5340117812156677
417567,1st amendment constitution guard freedom press written assumed reporter would fair honorable report truth american people embarrassed adn tabloid,0.0,0.0,0.48499929904937744
420154,suggested course action fatalistic seems close christian evangelicals hope promised armageden lifetime sure arent religious motley day job would make qualified scientist world reason answer question never attempted scientific challenge didnt fully know result,0.0,0.0,0.4795345962047577
425335,even close thanks contributing,0.0,0.0,0.481927752494812
426517,ikr always saidi want 1 jobs3 men standing around 1 ditch,0.0,1.0,0.5173496007919312
429503,say second amendment people headline pity sake exact phrase trump used one medium conflating contract killer second amendment people author go rant lone wolf type attack yet almost always carried people left side political spectrum right say fact look back last 5 year doubt name single massattack u committed member political right fact second amendment people law abiding citizen firearm proven least likely group commit kind violent felony,0.0,0.0,0.4572218060493469
42d923c91158e044,worry use another account stop wikipedia stop pushing evil sin filled gay agenda,1.0,1.0,0.5396159887313843
431052,thought millennials werent paying attention right candidate equally worthless different reason party think prize voting block election nothing war fodder profit module fool would argue one candidate better election,1.0,0.0,0.4954509139060974
431853,hrc terrible evil vile dishonorable redeeming quality,1.0,1.0,0.5062998533248901
434898,stating actually pay property tax dont need know value home simply asking pay property tax fluctuates sort reason love accusation lived bunch jerk paranoia issue doubt id asking said question actually nothing stated make logical sense eric could squatter charge rent steal residence,1.0,1.0,0.5021699070930481
437744,get religion politics,0.0,0.0,0.40232065320014954
442471,ive already dealt monty python debate style blythely refuse address mountain relevant opposition study refuse compile list without compensation obtuse ignorant scared lawsuit including dentist use fluoride victim deny tenth amendment opposes government mandated water fluoridation let lawsuit begin,1.0,0.0,0.4645325243473053
444085,please post link poll,0.0,0.0,0.3822266161441803
446715,easier way control liberal say word free begging,1.0,0.0,0.49273237586021423
447175,like trump would anything cant file chapter 11 start,0.0,1.0,0.522701621055603
452892,larry yet endangered local joke want see wildlife go anchorage suburb cant pull trigger there ton wild critter see im emailing backyard eaglek bay right bear left since road whittier opened global positioning system plotter made anyone find way around 3000 mile shoreline super efficient long range 4 stroke outboard became norm bear left spooky hunter success baiting using remote camera even find bear worth taking hardly fair chase hunter left,0.0,0.0,0.4438251554965973
456595,guy think let access account checked rg likely think hand email deleted reporter bjornstads advice,0.0,1.0,0.5138530135154724
456851,idiot give side road theyre going spend alcohol tobacco like bill pay,1.0,0.0,0.4869585931301117
457217,wrong genius look like nobody taking smelly bait troll,1.0,1.0,0.5394986867904663
45ac634b264fd700,suk dikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk ban cauz tha truth hurtsfuck,1.0,0.0,0.43221649527549744
462674,problem neil equates gun owner criminal penis owner rapist seems neils logic,1.0,0.0,0.48685526847839355
464834,doesnt,0.0,0.0,0.1545354127883911
467024,think nuke em theyre lightweight tough nuke em late use really huge bomb would tremendous winner loser pow theyre winner cant weak strong smart least take entire country theyre stupid bad people theyre control shouldnt take much moron want politically correct dangerous loser afterwards build really terrific amazing stuff,1.0,0.0,0.4588640630245209
46aea18ec1958c80,thought message someone else talkpage history say copied message another page explains thought indeed itr time bed goodnight,0.0,0.0,0.46240830421447754
470074,sheoot reagan dementia president bush ass2nose cancer bill priapism carter liked fishing,1.0,1.0,0.5424125790596008
471421,company business would hire horrible,1.0,1.0,0.5078434348106384
476394,thats choose see mabry sullivan office gutted apds force could try convince statewide voter ran parnell lt gov conservative knew save money along put public safety risk remember clearly january february sullivan last year office teenager drug deal gone bad five people shot death get rid selective memory mabry,0.0,0.0,0.419949471950531
47ff57b208f91734,ok really dont understand youve gone tagged imagedamnation crusade1jpg deletion damn website sell comic didnt want picture used representation series wouldnt used representation series bloody well low resolution want editorfag obviously cant argue compulsive editorfags like fine delete imageforge war1jpg one im trying add image help community wikipedia improve article call picture see comply image policy except perhaps one resolution rule youve got problem easily solve im going forced work editorfag like,1.0,0.0,0.46897760033607483
480270,look like new homeless shelter vertical farm facility take wake people,0.0,0.0,0.4199153184890747
48ccdc9727783a3b,ive significantly expanded reworked article source give suggestion meld thing better thing id ask removing reference please ask added ive spent eight hour trying comprehensive juggling would really want redo spurn work tr think there still long way go need another pair eye rough boundary district run b street union depot run 1st street union distric6t described economic center pueblo reason obama visit included visit paticular area help denote notability major political area 1995 approved bond million dollar recover recession need descriptive dont want circle jerk either basically counterwait small conflict interest since live maybe major reformat since easily afdd lot source pointer look hope lack sleep made understandable hope get drift im going bed ill continue tomorrow,0.0,0.0,0.44624167680740356
491913,coghill said he usually able judge voter mood year said cant certain theyll react poll really tone deaf dont deserve,1.0,1.0,0.5064401030540466
492129,still sure author talking year anchorage agency collected data next paragraph system closed form didnt box properly checked weve got survey government efficiency finest new system lead hand show get even taxpayer funded free stuff sorry im feelin cynical every day,0.0,0.0,0.436318963766098
492458,alaska well managing fishery sullivan said whatchu talkin sullivan,0.0,0.0,0.42509931325912476
492545,see trying defend irresponsibility actually presumed innocent proven guilty mean lot unethical major minor within political arena taxpayer trough yet author mention incident theft committed democrat party hawaii yet held accountable action stop hypocrite,1.0,0.0,0.45332789421081543
49486d90f04854d7,idea posting slang definition fuck total nonsequitur seen anyone assert arent way using fuck slang point remains standard use word fuck noun verb way word used entire discussion throughout entire week latest post standard definition widely understood accepted normal word nowhere near slang used nonsequitur basis reversion day persisting yet another example huge logic disconnect permeates entire exchange metadiscussion discussion discussion andys revert based upon assessment issue needed discussed change could accepted choose raise discussion user talk page inappropriate place discussion suggested discussion moved instead moved admin page called blocked action anyone want rational discussion question need anyones answer opinion issue resolved never shared view added see also link step right direction cure cant stated clearly still see article broken decision leave time see critical mass editor bent keeping broken opinion view fine agree disagree doesnt mean problem magically gone away,1.0,0.0,0.4153189957141876
495386,lynn homeless american citizen wait quite long getting longer present policy granting incoming refugee place front line decreasing number housing unit well financial support,0.0,0.0,0.48273783922195435
495811,people still reciting pledge allegiance,0.0,1.0,0.540779709815979
496687,congratulation hope successful productive term love wasilla look forward seeing continued progress city,0.0,0.0,0.45961710810661316
4967896,obamas watch simpleton call trump danger world,1.0,1.0,0.5473731756210327
4968627,gm guessing either pilot inexperienced one experienced pilot file flight plan adhere alaskan flying adage weather weather weather lapse judgement dire consequence,0.0,0.0,0.48046085238456726
4971373,totally anyone talking russian ridiculous like anything trump beating billary let make everyone say talked russian anything stupid excuse losing election go forever remember trump said may accept election result sure exactly,1.0,1.0,0.5304615497589111
497266,definition civil disobedience symbolic nonviolent violation law done deliberately protest form perceived injustice mere dissent protest disobedience law qualify act must nonviolent open visible illegal performed moral purpose protesting injustice done expectation punished dont agree violence absolutely agree message society vigilant creating punishment work deterrent people society harm child bring light light sentence pedophile receive sentenced child life people pas along std knowingly many state fined 50000 must pay restitution maybe convicted pedophile longer prison sentence pay restitution victim dont make payment back jail go,0.0,0.0,0.45470356941223145
4975462,marxist feminism virulent poison form terrorism humble opinion black life matter evil twin leftist fascist group truly danger society,1.0,1.0,0.508070170879364
4978491,great president plan,0.0,0.0,0.33414167165756226
4979479,well cant expect honourable clown exert effort maintenance borring,1.0,1.0,0.549080491065979
4ed405460be59b24,wonder one gain credible source event happened time ago though mention swimming club history page doubt whether site could classified credible advice please,0.0,0.0,0.4973014295101166
4f16e1762c4e307e,pls add el profile national party profile new zealand parliament release speech beehivegovtnz record parliament theyworkforyouconz,0.0,0.0,0.4664205014705658
4f95394c7229f84c,motherfukkin bitch want rape smelly whore stop fucking blocking account ill get nigga homies came kidnap rape family,1.0,0.0,0.4930350184440613
